,location,day,Person1,Person2,num_occurrences
1980,Hallowed Grounds,2014-01-06,Nils Calixto,Isande Borrasca,1
1981,Hallowed Grounds,2014-01-06,Nils Calixto,Kare Orilla,1
1982,Hallowed Grounds,2014-01-06,Nils Calixto,Lidelse Dedos,1
1983,Hallowed Grounds,2014-01-06,Nils Calixto,Marin Onda,1
1984,Hallowed Grounds,2014-01-07,Birgitta Frente,Felix Balas,1
1985,Hallowed Grounds,2014-01-07,Birgitta Frente,Gustav Cazar,1
1986,Hallowed Grounds,2014-01-07,Birgitta Frente,Isande Borrasca,1
1987,Hallowed Grounds,2014-01-07,Birgitta Frente,Kare Orilla,1
1988,Hallowed Grounds,2014-01-07,Birgitta Frente,Lidelse Dedos,1
1989,Hallowed Grounds,2014-01-07,Birgitta Frente,Marin Onda,1
1990,Hallowed Grounds,2014-01-07,Birgitta Frente,Nils Calixto,1
1991,Hallowed Grounds,2014-01-07,Felix Balas,Birgitta Frente,1
1992,Hallowed Grounds,2014-01-07,Felix Balas,Gustav Cazar,1
1993,Hallowed Grounds,2014-01-07,Felix Balas,Isande Borrasca,1
1994,Hallowed Grounds,2014-01-07,Felix Balas,Kare Orilla,1
1995,Hallowed Grounds,2014-01-07,Felix Balas,Lidelse Dedos,1
1996,Hallowed Grounds,2014-01-07,Felix Balas,Marin Onda,1
1997,Hallowed Grounds,2014-01-07,Felix Balas,Nils Calixto,1
1998,Hallowed Grounds,2014-01-07,Gustav Cazar,Birgitta Frente,1
1999,Hallowed Grounds,2014-01-07,Gustav Cazar,Felix Balas,1
2000,Hallowed Grounds,2014-01-07,Gustav Cazar,Isande Borrasca,1
2001,Hallowed Grounds,2014-01-07,Gustav Cazar,Kare Orilla,1
2002,Hallowed Grounds,2014-01-07,Gustav Cazar,Lidelse Dedos,1
2003,Hallowed Grounds,2014-01-07,Gustav Cazar,Marin Onda,1
2004,Hallowed Grounds,2014-01-07,Gustav Cazar,Nils Calixto,1
2005,Hallowed Grounds,2014-01-07,Isande Borrasca,Birgitta Frente,1
2006,Hallowed Grounds,2014-01-07,Isande Borrasca,Felix Balas,1
2007,Hallowed Grounds,2014-01-07,Isande Borrasca,Gustav Cazar,1
2008,Hallowed Grounds,2014-01-07,Isande Borrasca,Kare Orilla,1
2009,Hallowed Grounds,2014-01-07,Isande Borrasca,Lidelse Dedos,1
2010,Hallowed Grounds,2014-01-07,Isande Borrasca,Marin Onda,1
2011,Hallowed Grounds,2014-01-07,Isande Borrasca,Nils Calixto,1
2012,Hallowed Grounds,2014-01-07,Kare Orilla,Birgitta Frente,1
2013,Hallowed Grounds,2014-01-07,Kare Orilla,Felix Balas,1
2014,Hallowed Grounds,2014-01-07,Kare Orilla,Gustav Cazar,1
2015,Hallowed Grounds,2014-01-07,Kare Orilla,Isande Borrasca,1
2016,Hallowed Grounds,2014-01-07,Kare Orilla,Lidelse Dedos,1
2017,Hallowed Grounds,2014-01-07,Kare Orilla,Marin Onda,1
2018,Hallowed Grounds,2014-01-07,Kare Orilla,Nils Calixto,1
2019,Hallowed Grounds,2014-01-07,Lidelse Dedos,Birgitta Frente,1
2020,Hallowed Grounds,2014-01-07,Lidelse Dedos,Felix Balas,1
2021,Hallowed Grounds,2014-01-07,Lidelse Dedos,Gustav Cazar,1
2022,Hallowed Grounds,2014-01-07,Lidelse Dedos,Isande Borrasca,1
2023,Hallowed Grounds,2014-01-07,Lidelse Dedos,Kare Orilla,1
2024,Hallowed Grounds,2014-01-07,Lidelse Dedos,Marin Onda,1
2025,Hallowed Grounds,2014-01-07,Lidelse Dedos,Nils Calixto,1
2026,Hallowed Grounds,2014-01-07,Marin Onda,Birgitta Frente,1
2027,Hallowed Grounds,2014-01-07,Marin Onda,Felix Balas,1
2028,Hallowed Grounds,2014-01-07,Marin Onda,Gustav Cazar,1
2029,Hallowed Grounds,2014-01-07,Marin Onda,Isande Borrasca,1
2030,Hallowed Grounds,2014-01-07,Marin Onda,Kare Orilla,1
2031,Hallowed Grounds,2014-01-07,Marin Onda,Lidelse Dedos,1
2032,Hallowed Grounds,2014-01-07,Marin Onda,Nils Calixto,1
2033,Hallowed Grounds,2014-01-07,Nils Calixto,Birgitta Frente,1
2034,Hallowed Grounds,2014-01-07,Nils Calixto,Felix Balas,1
2035,Hallowed Grounds,2014-01-07,Nils Calixto,Gustav Cazar,1
2036,Hallowed Grounds,2014-01-07,Nils Calixto,Isande Borrasca,1
2037,Hallowed Grounds,2014-01-07,Nils Calixto,Kare Orilla,1
2038,Hallowed Grounds,2014-01-07,Nils Calixto,Lidelse Dedos,1
2039,Hallowed Grounds,2014-01-07,Nils Calixto,Marin Onda,1
2040,Hallowed Grounds,2014-01-08,Birgitta Frente,Felix Balas,1
2041,Hallowed Grounds,2014-01-08,Birgitta Frente,Gustav Cazar,1
2042,Hallowed Grounds,2014-01-08,Birgitta Frente,Isande Borrasca,1
2043,Hallowed Grounds,2014-01-08,Birgitta Frente,Kare Orilla,1
2044,Hallowed Grounds,2014-01-08,Birgitta Frente,Lidelse Dedos,1
2045,Hallowed Grounds,2014-01-08,Birgitta Frente,Marin Onda,1
2046,Hallowed Grounds,2014-01-08,Birgitta Frente,Nils Calixto,1
2047,Hallowed Grounds,2014-01-08,Felix Balas,Birgitta Frente,1
2048,Hallowed Grounds,2014-01-08,Felix Balas,Gustav Cazar,1
2049,Hallowed Grounds,2014-01-08,Felix Balas,Isande Borrasca,1
2050,Hallowed Grounds,2014-01-08,Felix Balas,Kare Orilla,1
2051,Hallowed Grounds,2014-01-08,Felix Balas,Lidelse Dedos,1
2052,Hallowed Grounds,2014-01-08,Felix Balas,Marin Onda,1
2053,Hallowed Grounds,2014-01-08,Felix Balas,Nils Calixto,1
2054,Hallowed Grounds,2014-01-08,Gustav Cazar,Birgitta Frente,1
2055,Hallowed Grounds,2014-01-08,Gustav Cazar,Felix Balas,1
2056,Hallowed Grounds,2014-01-08,Gustav Cazar,Isande Borrasca,1
2057,Hallowed Grounds,2014-01-08,Gustav Cazar,Kare Orilla,1
2058,Hallowed Grounds,2014-01-08,Gustav Cazar,Lidelse Dedos,1
2059,Hallowed Grounds,2014-01-08,Gustav Cazar,Marin Onda,1
2060,Hallowed Grounds,2014-01-08,Gustav Cazar,Nils Calixto,1
2061,Hallowed Grounds,2014-01-08,Isande Borrasca,Birgitta Frente,1
2062,Hallowed Grounds,2014-01-08,Isande Borrasca,Felix Balas,1
2063,Hallowed Grounds,2014-01-08,Isande Borrasca,Gustav Cazar,1
2064,Hallowed Grounds,2014-01-08,Isande Borrasca,Kare Orilla,1
2065,Hallowed Grounds,2014-01-08,Isande Borrasca,Lidelse Dedos,1
2066,Hallowed Grounds,2014-01-08,Isande Borrasca,Marin Onda,1
2067,Hallowed Grounds,2014-01-08,Isande Borrasca,Nils Calixto,1
2068,Hallowed Grounds,2014-01-08,Kare Orilla,Birgitta Frente,1
2069,Hallowed Grounds,2014-01-08,Kare Orilla,Felix Balas,1
2070,Hallowed Grounds,2014-01-08,Kare Orilla,Gustav Cazar,1
2071,Hallowed Grounds,2014-01-08,Kare Orilla,Isande Borrasca,1
2072,Hallowed Grounds,2014-01-08,Kare Orilla,Lidelse Dedos,1
2073,Hallowed Grounds,2014-01-08,Kare Orilla,Marin Onda,1
2074,Hallowed Grounds,2014-01-08,Kare Orilla,Nils Calixto,1
2075,Hallowed Grounds,2014-01-08,Lidelse Dedos,Birgitta Frente,1
2076,Hallowed Grounds,2014-01-08,Lidelse Dedos,Felix Balas,1
2077,Hallowed Grounds,2014-01-08,Lidelse Dedos,Gustav Cazar,1
2078,Hallowed Grounds,2014-01-08,Lidelse Dedos,Isande Borrasca,1
2079,Hallowed Grounds,2014-01-08,Lidelse Dedos,Kare Orilla,1
2080,Hallowed Grounds,2014-01-08,Lidelse Dedos,Marin Onda,1
2081,Hallowed Grounds,2014-01-08,Lidelse Dedos,Nils Calixto,1
2082,Hallowed Grounds,2014-01-08,Marin Onda,Birgitta Frente,1
2083,Hallowed Grounds,2014-01-08,Marin Onda,Felix Balas,1
2084,Hallowed Grounds,2014-01-08,Marin Onda,Gustav Cazar,1
2085,Hallowed Grounds,2014-01-08,Marin Onda,Isande Borrasca,1
2086,Hallowed Grounds,2014-01-08,Marin Onda,Kare Orilla,1
2087,Hallowed Grounds,2014-01-08,Marin Onda,Lidelse Dedos,1
2088,Hallowed Grounds,2014-01-08,Marin Onda,Nils Calixto,1
2089,Hallowed Grounds,2014-01-08,Nils Calixto,Birgitta Frente,1
2090,Hallowed Grounds,2014-01-08,Nils Calixto,Felix Balas,1
2091,Hallowed Grounds,2014-01-08,Nils Calixto,Gustav Cazar,1
2092,Hallowed Grounds,2014-01-08,Nils Calixto,Isande Borrasca,1
2093,Hallowed Grounds,2014-01-08,Nils Calixto,Kare Orilla,1
2094,Hallowed Grounds,2014-01-08,Nils Calixto,Lidelse Dedos,1
2095,Hallowed Grounds,2014-01-08,Nils Calixto,Marin Onda,1
2096,Hallowed Grounds,2014-01-09,Birgitta Frente,Elsa Orilla,1
2097,Hallowed Grounds,2014-01-09,Birgitta Frente,Felix Balas,1
2098,Hallowed Grounds,2014-01-09,Birgitta Frente,Kare Orilla,1
2099,Hallowed Grounds,2014-01-09,Birgitta Frente,Lidelse Dedos,1
2100,Hallowed Grounds,2014-01-09,Birgitta Frente,Marin Onda,1
2101,Hallowed Grounds,2014-01-09,Birgitta Frente,Nils Calixto,1
2102,Hallowed Grounds,2014-01-09,Elsa Orilla,Birgitta Frente,1
2103,Hallowed Grounds,2014-01-09,Elsa Orilla,Felix Balas,1
2104,Hallowed Grounds,2014-01-09,Elsa Orilla,Kare Orilla,1
2105,Hallowed Grounds,2014-01-09,Elsa Orilla,Lidelse Dedos,1
2106,Hallowed Grounds,2014-01-09,Elsa Orilla,Marin Onda,1
2107,Hallowed Grounds,2014-01-09,Elsa Orilla,Nils Calixto,1
2108,Hallowed Grounds,2014-01-09,Felix Balas,Birgitta Frente,1
2109,Hallowed Grounds,2014-01-09,Felix Balas,Elsa Orilla,1
2110,Hallowed Grounds,2014-01-09,Felix Balas,Kare Orilla,1
2111,Hallowed Grounds,2014-01-09,Felix Balas,Lidelse Dedos,1
2112,Hallowed Grounds,2014-01-09,Felix Balas,Marin Onda,1
2113,Hallowed Grounds,2014-01-09,Felix Balas,Nils Calixto,1
2114,Hallowed Grounds,2014-01-09,Kare Orilla,Birgitta Frente,1
2115,Hallowed Grounds,2014-01-09,Kare Orilla,Elsa Orilla,1
2116,Hallowed Grounds,2014-01-09,Kare Orilla,Felix Balas,1
2117,Hallowed Grounds,2014-01-09,Kare Orilla,Lidelse Dedos,1
2118,Hallowed Grounds,2014-01-09,Kare Orilla,Marin Onda,1
2119,Hallowed Grounds,2014-01-09,Kare Orilla,Nils Calixto,1
2120,Hallowed Grounds,2014-01-09,Lidelse Dedos,Birgitta Frente,1
2121,Hallowed Grounds,2014-01-09,Lidelse Dedos,Elsa Orilla,1
2122,Hallowed Grounds,2014-01-09,Lidelse Dedos,Felix Balas,1
2123,Hallowed Grounds,2014-01-09,Lidelse Dedos,Kare Orilla,1
2124,Hallowed Grounds,2014-01-09,Lidelse Dedos,Marin Onda,1
2125,Hallowed Grounds,2014-01-09,Lidelse Dedos,Nils Calixto,1
2126,Hallowed Grounds,2014-01-09,Marin Onda,Birgitta Frente,1
2127,Hallowed Grounds,2014-01-09,Marin Onda,Elsa Orilla,1
2128,Hallowed Grounds,2014-01-09,Marin Onda,Felix Balas,1
2129,Hallowed Grounds,2014-01-09,Marin Onda,Kare Orilla,1
2130,Hallowed Grounds,2014-01-09,Marin Onda,Lidelse Dedos,1
2131,Hallowed Grounds,2014-01-09,Marin Onda,Nils Calixto,1
2132,Hallowed Grounds,2014-01-09,Nils Calixto,Birgitta Frente,1
2133,Hallowed Grounds,2014-01-09,Nils Calixto,Elsa Orilla,1
2134,Hallowed Grounds,2014-01-09,Nils Calixto,Felix Balas,1
2135,Hallowed Grounds,2014-01-09,Nils Calixto,Kare Orilla,1
2136,Hallowed Grounds,2014-01-09,Nils Calixto,Lidelse Dedos,1
2137,Hallowed Grounds,2014-01-09,Nils Calixto,Marin Onda,1
2138,Hallowed Grounds,2014-01-10,Birgitta Frente,Felix Balas,1
2139,Hallowed Grounds,2014-01-10,Birgitta Frente,Gustav Cazar,1
2140,Hallowed Grounds,2014-01-10,Birgitta Frente,Isande Borrasca,1
2141,Hallowed Grounds,2014-01-10,Birgitta Frente,Kare Orilla,1
2142,Hallowed Grounds,2014-01-10,Birgitta Frente,Lidelse Dedos,1
2143,Hallowed Grounds,2014-01-10,Birgitta Frente,Marin Onda,1
2144,Hallowed Grounds,2014-01-10,Birgitta Frente,Nils Calixto,1
2145,Hallowed Grounds,2014-01-10,Felix Balas,Birgitta Frente,1
2146,Hallowed Grounds,2014-01-10,Felix Balas,Gustav Cazar,1
2147,Hallowed Grounds,2014-01-10,Felix Balas,Isande Borrasca,1
2148,Hallowed Grounds,2014-01-10,Felix Balas,Kare Orilla,1
2149,Hallowed Grounds,2014-01-10,Felix Balas,Lidelse Dedos,1
2150,Hallowed Grounds,2014-01-10,Felix Balas,Marin Onda,1
2151,Hallowed Grounds,2014-01-10,Felix Balas,Nils Calixto,1
2152,Hallowed Grounds,2014-01-10,Gustav Cazar,Birgitta Frente,1
2153,Hallowed Grounds,2014-01-10,Gustav Cazar,Felix Balas,1
2154,Hallowed Grounds,2014-01-10,Gustav Cazar,Isande Borrasca,1
2155,Hallowed Grounds,2014-01-10,Gustav Cazar,Kare Orilla,1
2156,Hallowed Grounds,2014-01-10,Gustav Cazar,Lidelse Dedos,1
2157,Hallowed Grounds,2014-01-10,Gustav Cazar,Marin Onda,1
2158,Hallowed Grounds,2014-01-10,Gustav Cazar,Nils Calixto,1
2159,Hallowed Grounds,2014-01-10,Isande Borrasca,Birgitta Frente,1
2160,Hallowed Grounds,2014-01-10,Isande Borrasca,Felix Balas,1
2161,Hallowed Grounds,2014-01-10,Isande Borrasca,Gustav Cazar,1
2162,Hallowed Grounds,2014-01-10,Isande Borrasca,Kare Orilla,1
2163,Hallowed Grounds,2014-01-10,Isande Borrasca,Lidelse Dedos,1
2164,Hallowed Grounds,2014-01-10,Isande Borrasca,Marin Onda,1
2165,Hallowed Grounds,2014-01-10,Isande Borrasca,Nils Calixto,1
2166,Hallowed Grounds,2014-01-10,Kare Orilla,Birgitta Frente,1
2167,Hallowed Grounds,2014-01-10,Kare Orilla,Felix Balas,1
2168,Hallowed Grounds,2014-01-10,Kare Orilla,Gustav Cazar,1
2169,Hallowed Grounds,2014-01-10,Kare Orilla,Isande Borrasca,1
2170,Hallowed Grounds,2014-01-10,Kare Orilla,Lidelse Dedos,1
2171,Hallowed Grounds,2014-01-10,Kare Orilla,Marin Onda,1
2172,Hallowed Grounds,2014-01-10,Kare Orilla,Nils Calixto,1
2173,Hallowed Grounds,2014-01-10,Lidelse Dedos,Birgitta Frente,1
2174,Hallowed Grounds,2014-01-10,Lidelse Dedos,Felix Balas,1
2175,Hallowed Grounds,2014-01-10,Lidelse Dedos,Gustav Cazar,1
2176,Hallowed Grounds,2014-01-10,Lidelse Dedos,Isande Borrasca,1
2177,Hallowed Grounds,2014-01-10,Lidelse Dedos,Kare Orilla,1
2178,Hallowed Grounds,2014-01-10,Lidelse Dedos,Marin Onda,1
2179,Hallowed Grounds,2014-01-10,Lidelse Dedos,Nils Calixto,1
2180,Hallowed Grounds,2014-01-10,Marin Onda,Birgitta Frente,1
2181,Hallowed Grounds,2014-01-10,Marin Onda,Felix Balas,1
2182,Hallowed Grounds,2014-01-10,Marin Onda,Gustav Cazar,1
2183,Hallowed Grounds,2014-01-10,Marin Onda,Isande Borrasca,1
2184,Hallowed Grounds,2014-01-10,Marin Onda,Kare Orilla,1
2185,Hallowed Grounds,2014-01-10,Marin Onda,Lidelse Dedos,1
2186,Hallowed Grounds,2014-01-10,Marin Onda,Nils Calixto,1
2187,Hallowed Grounds,2014-01-10,Nils Calixto,Birgitta Frente,1
2188,Hallowed Grounds,2014-01-10,Nils Calixto,Felix Balas,1
2189,Hallowed Grounds,2014-01-10,Nils Calixto,Gustav Cazar,1
2190,Hallowed Grounds,2014-01-10,Nils Calixto,Isande Borrasca,1
2191,Hallowed Grounds,2014-01-10,Nils Calixto,Kare Orilla,1
2192,Hallowed Grounds,2014-01-10,Nils Calixto,Lidelse Dedos,1
2193,Hallowed Grounds,2014-01-10,Nils Calixto,Marin Onda,1
2194,Hallowed Grounds,2014-01-13,Elsa Orilla,Felix Balas,1
2195,Hallowed Grounds,2014-01-13,Elsa Orilla,Isande Borrasca,1
2196,Hallowed Grounds,2014-01-13,Elsa Orilla,Lidelse Dedos,1
2197,Hallowed Grounds,2014-01-13,Elsa Orilla,Marin Onda,1
2198,Hallowed Grounds,2014-01-13,Elsa Orilla,Nils Calixto,1
2199,Hallowed Grounds,2014-01-13,Felix Balas,Elsa Orilla,1
2200,Hallowed Grounds,2014-01-13,Felix Balas,Isande Borrasca,1
2201,Hallowed Grounds,2014-01-13,Felix Balas,Lidelse Dedos,1
2202,Hallowed Grounds,2014-01-13,Felix Balas,Marin Onda,1
2203,Hallowed Grounds,2014-01-13,Felix Balas,Nils Calixto,1
2204,Hallowed Grounds,2014-01-13,Isande Borrasca,Elsa Orilla,1
2205,Hallowed Grounds,2014-01-13,Isande Borrasca,Felix Balas,1
2206,Hallowed Grounds,2014-01-13,Isande Borrasca,Lidelse Dedos,1
2207,Hallowed Grounds,2014-01-13,Isande Borrasca,Marin Onda,1
2208,Hallowed Grounds,2014-01-13,Isande Borrasca,Nils Calixto,1
2209,Hallowed Grounds,2014-01-13,Lidelse Dedos,Elsa Orilla,1
2210,Hallowed Grounds,2014-01-13,Lidelse Dedos,Felix Balas,1
2211,Hallowed Grounds,2014-01-13,Lidelse Dedos,Isande Borrasca,1
2212,Hallowed Grounds,2014-01-13,Lidelse Dedos,Marin Onda,1
2213,Hallowed Grounds,2014-01-13,Lidelse Dedos,Nils Calixto,1
2214,Hallowed Grounds,2014-01-13,Marin Onda,Elsa Orilla,1
2215,Hallowed Grounds,2014-01-13,Marin Onda,Felix Balas,1
2216,Hallowed Grounds,2014-01-13,Marin Onda,Isande Borrasca,1
2217,Hallowed Grounds,2014-01-13,Marin Onda,Lidelse Dedos,1
2218,Hallowed Grounds,2014-01-13,Marin Onda,Nils Calixto,1
2219,Hallowed Grounds,2014-01-13,Nils Calixto,Elsa Orilla,1
2220,Hallowed Grounds,2014-01-13,Nils Calixto,Felix Balas,1
2221,Hallowed Grounds,2014-01-13,Nils Calixto,Isande Borrasca,1
2222,Hallowed Grounds,2014-01-13,Nils Calixto,Lidelse Dedos,1
2223,Hallowed Grounds,2014-01-13,Nils Calixto,Marin Onda,1
2224,Hallowed Grounds,2014-01-14,Birgitta Frente,Felix Balas,1
2225,Hallowed Grounds,2014-01-14,Birgitta Frente,Gustav Cazar,1
2226,Hallowed Grounds,2014-01-14,Birgitta Frente,Isande Borrasca,1
2227,Hallowed Grounds,2014-01-14,Birgitta Frente,Kare Orilla,1
2228,Hallowed Grounds,2014-01-14,Birgitta Frente,Lidelse Dedos,1
2229,Hallowed Grounds,2014-01-14,Birgitta Frente,Marin Onda,1
2230,Hallowed Grounds,2014-01-14,Birgitta Frente,Nils Calixto,1
2231,Hallowed Grounds,2014-01-14,Felix Balas,Birgitta Frente,1
2232,Hallowed Grounds,2014-01-14,Felix Balas,Gustav Cazar,1
2233,Hallowed Grounds,2014-01-14,Felix Balas,Isande Borrasca,1
2234,Hallowed Grounds,2014-01-14,Felix Balas,Kare Orilla,1
2235,Hallowed Grounds,2014-01-14,Felix Balas,Lidelse Dedos,1
2236,Hallowed Grounds,2014-01-14,Felix Balas,Marin Onda,1
2237,Hallowed Grounds,2014-01-14,Felix Balas,Nils Calixto,1
2238,Hallowed Grounds,2014-01-14,Gustav Cazar,Birgitta Frente,1
2239,Hallowed Grounds,2014-01-14,Gustav Cazar,Felix Balas,1
2240,Hallowed Grounds,2014-01-14,Gustav Cazar,Isande Borrasca,1
2241,Hallowed Grounds,2014-01-14,Gustav Cazar,Kare Orilla,1
2242,Hallowed Grounds,2014-01-14,Gustav Cazar,Lidelse Dedos,1
2243,Hallowed Grounds,2014-01-14,Gustav Cazar,Marin Onda,1
2244,Hallowed Grounds,2014-01-14,Gustav Cazar,Nils Calixto,1
2245,Hallowed Grounds,2014-01-14,Isande Borrasca,Birgitta Frente,1
2246,Hallowed Grounds,2014-01-14,Isande Borrasca,Felix Balas,1
2247,Hallowed Grounds,2014-01-14,Isande Borrasca,Gustav Cazar,1
2248,Hallowed Grounds,2014-01-14,Isande Borrasca,Kare Orilla,1
2249,Hallowed Grounds,2014-01-14,Isande Borrasca,Lidelse Dedos,1
2250,Hallowed Grounds,2014-01-14,Isande Borrasca,Marin Onda,1
2251,Hallowed Grounds,2014-01-14,Isande Borrasca,Nils Calixto,1
2252,Hallowed Grounds,2014-01-14,Kare Orilla,Birgitta Frente,1
2253,Hallowed Grounds,2014-01-14,Kare Orilla,Felix Balas,1
2254,Hallowed Grounds,2014-01-14,Kare Orilla,Gustav Cazar,1
2255,Hallowed Grounds,2014-01-14,Kare Orilla,Isande Borrasca,1
2256,Hallowed Grounds,2014-01-14,Kare Orilla,Lidelse Dedos,1
2257,Hallowed Grounds,2014-01-14,Kare Orilla,Marin Onda,1
2258,Hallowed Grounds,2014-01-14,Kare Orilla,Nils Calixto,1
2259,Hallowed Grounds,2014-01-14,Lidelse Dedos,Birgitta Frente,1
2260,Hallowed Grounds,2014-01-14,Lidelse Dedos,Felix Balas,1
2261,Hallowed Grounds,2014-01-14,Lidelse Dedos,Gustav Cazar,1
2262,Hallowed Grounds,2014-01-14,Lidelse Dedos,Isande Borrasca,1
2263,Hallowed Grounds,2014-01-14,Lidelse Dedos,Kare Orilla,1
2264,Hallowed Grounds,2014-01-14,Lidelse Dedos,Marin Onda,1
2265,Hallowed Grounds,2014-01-14,Lidelse Dedos,Nils Calixto,1
2266,Hallowed Grounds,2014-01-14,Marin Onda,Birgitta Frente,1
2267,Hallowed Grounds,2014-01-14,Marin Onda,Felix Balas,1
2268,Hallowed Grounds,2014-01-14,Marin Onda,Gustav Cazar,1
2269,Hallowed Grounds,2014-01-14,Marin Onda,Isande Borrasca,1
2270,Hallowed Grounds,2014-01-14,Marin Onda,Kare Orilla,1
2271,Hallowed Grounds,2014-01-14,Marin Onda,Lidelse Dedos,1
2272,Hallowed Grounds,2014-01-14,Marin Onda,Nils Calixto,1
2273,Hallowed Grounds,2014-01-14,Nils Calixto,Birgitta Frente,1
2274,Hallowed Grounds,2014-01-14,Nils Calixto,Felix Balas,1
2275,Hallowed Grounds,2014-01-14,Nils Calixto,Gustav Cazar,1
2276,Hallowed Grounds,2014-01-14,Nils Calixto,Isande Borrasca,1
2277,Hallowed Grounds,2014-01-14,Nils Calixto,Kare Orilla,1
2278,Hallowed Grounds,2014-01-14,Nils Calixto,Lidelse Dedos,1
2279,Hallowed Grounds,2014-01-14,Nils Calixto,Marin Onda,1
2280,Hallowed Grounds,2014-01-15,Birgitta Frente,Felix Balas,1
2281,Hallowed Grounds,2014-01-15,Birgitta Frente,Isande Borrasca,1
2282,Hallowed Grounds,2014-01-15,Birgitta Frente,Kare Orilla,1
2283,Hallowed Grounds,2014-01-15,Birgitta Frente,Lidelse Dedos,1
2284,Hallowed Grounds,2014-01-15,Birgitta Frente,Marin Onda,1
2285,Hallowed Grounds,2014-01-15,Birgitta Frente,Nils Calixto,1
2286,Hallowed Grounds,2014-01-15,Felix Balas,Birgitta Frente,1
2287,Hallowed Grounds,2014-01-15,Felix Balas,Isande Borrasca,1
2288,Hallowed Grounds,2014-01-15,Felix Balas,Kare Orilla,1
2289,Hallowed Grounds,2014-01-15,Felix Balas,Lidelse Dedos,1
2290,Hallowed Grounds,2014-01-15,Felix Balas,Marin Onda,1
2291,Hallowed Grounds,2014-01-15,Felix Balas,Nils Calixto,1
2292,Hallowed Grounds,2014-01-15,Isande Borrasca,Birgitta Frente,1
2293,Hallowed Grounds,2014-01-15,Isande Borrasca,Felix Balas,1
2294,Hallowed Grounds,2014-01-15,Isande Borrasca,Kare Orilla,1
2295,Hallowed Grounds,2014-01-15,Isande Borrasca,Lidelse Dedos,1
2296,Hallowed Grounds,2014-01-15,Isande Borrasca,Marin Onda,1
2297,Hallowed Grounds,2014-01-15,Isande Borrasca,Nils Calixto,1
2298,Hallowed Grounds,2014-01-15,Kare Orilla,Birgitta Frente,1
2299,Hallowed Grounds,2014-01-15,Kare Orilla,Felix Balas,1
2300,Hallowed Grounds,2014-01-15,Kare Orilla,Isande Borrasca,1
2301,Hallowed Grounds,2014-01-15,Kare Orilla,Lidelse Dedos,1
2302,Hallowed Grounds,2014-01-15,Kare Orilla,Marin Onda,1
2303,Hallowed Grounds,2014-01-15,Kare Orilla,Nils Calixto,1
2304,Hallowed Grounds,2014-01-15,Lidelse Dedos,Birgitta Frente,1
2305,Hallowed Grounds,2014-01-15,Lidelse Dedos,Felix Balas,1
2306,Hallowed Grounds,2014-01-15,Lidelse Dedos,Isande Borrasca,1
2307,Hallowed Grounds,2014-01-15,Lidelse Dedos,Kare Orilla,1
2308,Hallowed Grounds,2014-01-15,Lidelse Dedos,Marin Onda,1
2309,Hallowed Grounds,2014-01-15,Lidelse Dedos,Nils Calixto,1
2310,Hallowed Grounds,2014-01-15,Marin Onda,Birgitta Frente,1
2311,Hallowed Grounds,2014-01-15,Marin Onda,Felix Balas,1
2312,Hallowed Grounds,2014-01-15,Marin Onda,Isande Borrasca,1
2313,Hallowed Grounds,2014-01-15,Marin Onda,Kare Orilla,1
2314,Hallowed Grounds,2014-01-15,Marin Onda,Lidelse Dedos,1
2315,Hallowed Grounds,2014-01-15,Marin Onda,Nils Calixto,1
2316,Hallowed Grounds,2014-01-15,Nils Calixto,Birgitta Frente,1
2317,Hallowed Grounds,2014-01-15,Nils Calixto,Felix Balas,1
2318,Hallowed Grounds,2014-01-15,Nils Calixto,Isande Borrasca,1
2319,Hallowed Grounds,2014-01-15,Nils Calixto,Kare Orilla,1
2320,Hallowed Grounds,2014-01-15,Nils Calixto,Lidelse Dedos,1
2321,Hallowed Grounds,2014-01-15,Nils Calixto,Marin Onda,1
2322,Hallowed Grounds,2014-01-16,Birgitta Frente,Elsa Orilla,1
2323,Hallowed Grounds,2014-01-16,Birgitta Frente,Felix Balas,1
2324,Hallowed Grounds,2014-01-16,Birgitta Frente,Gustav Cazar,1
2325,Hallowed Grounds,2014-01-16,Birgitta Frente,Isande Borrasca,1
2326,Hallowed Grounds,2014-01-16,Birgitta Frente,Kare Orilla,1
2327,Hallowed Grounds,2014-01-16,Birgitta Frente,Lidelse Dedos,1
2328,Hallowed Grounds,2014-01-16,Birgitta Frente,Marin Onda,1
2329,Hallowed Grounds,2014-01-16,Birgitta Frente,Nils Calixto,1
2330,Hallowed Grounds,2014-01-16,Elsa Orilla,Birgitta Frente,1
2331,Hallowed Grounds,2014-01-16,Elsa Orilla,Felix Balas,1
2332,Hallowed Grounds,2014-01-16,Elsa Orilla,Gustav Cazar,1
2333,Hallowed Grounds,2014-01-16,Elsa Orilla,Isande Borrasca,1
2334,Hallowed Grounds,2014-01-16,Elsa Orilla,Kare Orilla,1
2335,Hallowed Grounds,2014-01-16,Elsa Orilla,Lidelse Dedos,1
2336,Hallowed Grounds,2014-01-16,Elsa Orilla,Marin Onda,1
2337,Hallowed Grounds,2014-01-16,Elsa Orilla,Nils Calixto,1
2338,Hallowed Grounds,2014-01-16,Felix Balas,Birgitta Frente,1
2339,Hallowed Grounds,2014-01-16,Felix Balas,Elsa Orilla,1
2340,Hallowed Grounds,2014-01-16,Felix Balas,Gustav Cazar,1
